1	2	counts	3	4	label	connections	colour	id	idx	p1	p2	p1p2
776	774	9	Strongly disagree to Revising and Updating	Older Participants	Strongly disagree to Revising and Updating Older Participants	776 774	#8c5062	41	174	0.21951219512195122	0.05172413793103448	0.011354079058031959
782	776	9	Medical facilities	Law Students	Medical facilities Law Students	782 776	#c7b4d7	28	269	0.32142857142857145	0.03345724907063197	0.010754115772703132
780	774	9	Disagree to Revising and Updating	Low Concern	Disagree to Revising and Updating Low Concern	780 774	#a01e7d	38	201	0.23684210526315788	0.04477611940298507	0.010604870384917517
784	776	9	Medical facilities	Strongly agree to dissemination of GK	Medical facilities Strongly agree to dissemination of GK	784 776	#e7e58d	28	276	0.32142857142857145	0.03260869565217391	0.01048136645962733
776	774	9	Strongly disagree to dissemination of GK	Older Participants	Strongly disagree to dissemination of GK Older Participants	776 774	#faf383	56	174	0.16071428571428573	0.05172413793103448	0.0083128078817734
779	774	9	I am not interested	Older Participants	I am not interested Older Participants	779 774	#bbfd68	61	174	0.14754098360655737	0.05172413793103448	0.007631430186546071
784	782	9	Agree to Revising and Updating	Other	Agree to Revising and Updating Other	784 782	#a56a57	353	32	0.025495750708215296	0.28125	0.007170679886685552
1014	1011	9	Do not know	Correct – More than 99 percent	Do not know Correct – More than 99 percent	1014 1011	#c070e9	64	209	0.140625	0.0430622009569378	0.006055622009569378
779	775	9	I would rather not know of any potential debilitating diseases that I may develop in the future	Not Students	I would rather not know of any potential debilitating diseases that I may develop in the future Not Students	779 775	#254051	78	212	0.11538461538461539	0.04245283018867924	0.0048984034833091435
1015	1010	9	I would rather not know of any potential debilitating diseases that I may develop in the future	75 percent	I would rather not know of any potential debilitating diseases that I may develop in the future 75 percent	1015 1010	#7354c8	78	219	0.11538461538461539	0.0410958904109589	0.004741833508956797
787	780	9	Disagree to Policymaking	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Disagree to Policymaking I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	787 780	#a603f4	39	448	0.23076923076923078	0.020089285714285716	0.004635989010989012
779	775	9	Neutral towards to Policymaking	High GK Score	Neutral towards to Policymaking High GK Score	779 775	#d694a7	68	277	0.1323529411764706	0.032490974729241874	0.004300276067105542
764	758	9	Agree to Revising and Updating	Strongly disagree to dissemination of GK	Agree to Revising and Updating Strongly disagree to dissemination of GK	764 758	#e890ff	353	56	0.025495750708215296	0.16071428571428573	0.004097531363820316
780	775	9	I am not interested	Medium Concern	I am not interested Medium Concern	780 775	#971d29	61	348	0.14754098360655737	0.02586206896551724	0.0038157150932730355
781	776	9	I am worried that I might find out something about myself I would rather not know	Law Students	I am worried that I might find out something about myself I would rather not know Law Students	781 776	#ad7c94	81	269	0.1111111111111111	0.03345724907063197	0.003717472118959107
785	778	9	Agree to Policymaking	I am worried that I might find out something about myself I would rather not know	Agree to Policymaking I am worried that I might find out something about myself I would rather not know	785 778	#5525a0	318	81	0.02830188679245283	0.1111111111111111	0.003144654088050314
1018	1011	9	I would not want to be labelled as having any deficiency	Correct – More than 99 percent	I would not want to be labelled as having any deficiency Correct – More than 99 percent	1018 1011	#847a52	164	209	0.054878048780487805	0.0430622009569378	0.0023631695647100015
784	779	9	Agree to dissemination of GK	I would not want to be labelled as having any deficiency	Agree to dissemination of GK I would not want to be labelled as having any deficiency	784 779	#7c8e31	339	164	0.02654867256637168	0.054878048780487805	0.0014569393481545436
784	779	9	Agree to Revising and Updating	I would not want to be labelled as having any deficiency	Agree to Revising and Updating I would not want to be labelled as having any deficiency	784 779	#f1f7e9	353	164	0.025495750708215296	0.054878048780487805	0.0013991570510605955
783	779	9	Two legal guardians need to agree	I would not want to be labelled as having any deficiency	Two legal guardians need to agree I would not want to be labelled as having any deficiency	783 779	#de5368	404	164	0.022277227722772276	0.054878048780487805	0.0012225307896643323
781	779	9	I am concerned my data will be used for other purposes without my knowledge	I would not want to be labelled as having any deficiency	I am concerned my data will be used for other purposes without my knowledge I would not want to be labelled as having any deficiency	781 779	#5174ee	498	164	0.018072289156626505	0.054878048780487805	0.0009917719659124301
787	777	8	Disagree to Policymaking	I am not interested	Disagree to Policymaking I am not interested	787 777	#cd3a3e	39	61	0.20512820512820512	0.13114754098360656	0.026902059688944935
780	774	8	Disagree to Revising and Updating	High Genetic Curiosity	Disagree to Revising and Updating High Genetic Curiosity	780 774	#ef5223	38	188	0.21052631578947367	0.0425531914893617	0.008958566629339306
784	775	8	Medical facilities	Strongly agree to Policymaking	Medical facilities Strongly agree to Policymaking	784 775	#c082bd	28	278	0.2857142857142857	0.02877697841726619	0.008221993833504625
1012	1007	8	Disagree to Revising and Updating	Correct – More than 99 percent	Disagree to Revising and Updating Correct – More than 99 percent	1012 1007	#995702	38	209	0.21052631578947367	0.03827751196172249	0.008058423570888944
781	776	8	One legal guardian sufficient	Law Students	One legal guardian sufficient Law Students	781 776	#23ca21	33	269	0.24242424242424243	0.02973977695167286	0.007209642897375239
783	776	8	One legal guardian sufficient	Agree to Policymaking	One legal guardian sufficient Agree to Policymaking	783 776	#9bf003	33	318	0.24242424242424243	0.025157232704402517	0.006098723079855156
762	756	8	Disagree to Revising and Updating	Agree to Policymaking	Disagree to Revising and Updating Agree to Policymaking	762 756	#ae1e30	38	318	0.21052631578947367	0.025157232704402517	0.005296259516716319
1018	1012	8	Medical facilities	Less than 50 percent	Medical facilities Less than 50 percent	1018 1012	#c66fcc	28	451	0.2857142857142857	0.017738359201773836	0.005068102629078239
780	775	8	I am not interested	Not Students	I am not interested Not Students	780 775	#8a5b62	61	212	0.13114754098360656	0.03773584905660377	0.0049489638107021346
1016	1010	8	I am not interested	75 percent	I am not interested 75 percent	1016 1010	#ff583a	61	219	0.13114754098360656	0.0365296803652968	0.00479077775282581
1011	1006	8	Neutral towards to Policymaking	Correct – More than 99 percent	Neutral towards to Policymaking Correct – More than 99 percent	1011 1006	#1771bd	68	209	0.11764705882352941	0.03827751196172249	0.004503236701379116
780	775	8	Neutral towards to Policymaking	Not Students	Neutral towards to Policymaking Not Students	780 775	#71a502	68	212	0.11764705882352941	0.03773584905660377	0.004439511653718091
779	774	8	I would rather not know of any potential debilitating diseases that I may develop in the future	High Genetic Curiosity	I would rather not know of any potential debilitating diseases that I may develop in the future High Genetic Curiosity	779 774	#4196c9	78	188	0.10256410256410256	0.0425531914893617	0.00436442989634479
787	780	8	Disagree to dissemination of GK	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Disagree to dissemination of GK I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	787 780	#eedaa2	35	448	0.22857142857142856	0.017857142857142856	0.004081632653061224
781	774	8	I am worried that I might find out something about myself I would rather not know	Low Concern	I am worried that I might find out something about myself I would rather not know Low Concern	781 774	#0c6c98	81	201	0.09876543209876543	0.03980099502487562	0.0039309624715926535
1015	1011	8	I would rather not know of any potential debilitating diseases that I may develop in the future	Correct – More than 99 percent	I would rather not know of any potential debilitating diseases that I may develop in the future Correct – More than 99 percent	1015 1011	#2ab153	78	209	0.10256410256410256	0.03827751196172249	0.003925898662740767
785	777	8	Strongly agree to dissemination of GK	I am not interested	Strongly agree to dissemination of GK I am not interested	785 777	#5b5058	276	61	0.028985507246376812	0.13114754098360656	0.003801377999524828
1017	1011	8	I am worried that I might find out something about myself I would rather not know	Correct – More than 99 percent	I am worried that I might find out something about myself I would rather not know Correct – More than 99 percent	1017 1011	#65e9c6	81	209	0.09876543209876543	0.03827751196172249	0.0037804950085651838
781	775	8	I am worried that I might find out something about myself I would rather not know	Not Students	I am worried that I might find out something about myself I would rather not know Not Students	781 775	#a41ef6	81	212	0.09876543209876543	0.03773584905660377	0.0037269974376892613
783	780	8	Strongly disagree to Policymaking	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Strongly disagree to Policymaking I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	783 780	#6b957f	45	448	0.17777777777777778	0.017857142857142856	0.0031746031746031746
781	776	8	I am worried that I might find out something about myself I would rather not know	Medium Genetic Curiosity	I am worried that I might find out something about myself I would rather not know Medium Genetic Curiosity	781 776	#23e0a4	81	327	0.09876543209876543	0.024464831804281346	0.0024162796843734662
780	777	8	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	I am not interested	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance I am not interested	780 777	#8886e1	448	61	0.017857142857142856	0.13114754098360656	0.00234192037470726
784	780	8	Do not know	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Do not know I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	784 780	#4ae5f3	64	448	0.125	0.017857142857142856	0.002232142857142857
1014	1009	8	Do not know whether the data will be stored securely	90 percent	Do not know whether the data will be stored securely 90 percent	1014 1009	#4ba481	343	116	0.023323615160349854	0.06896551724137931	0.0016085251834724037
1019	1009	8	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	90 percent	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance 90 percent	1019 1009	#cfb5d7	448	116	0.017857142857142856	0.06896551724137931	0.0012315270935960591
785	779	8	Agree to Policymaking	I would not want to be labelled as having any deficiency	Agree to Policymaking I would not want to be labelled as having any deficiency	785 779	#d4777b	318	164	0.025157232704402517	0.04878048780487805	0.0012271820831415863
785	774	8	Agree to Policymaking	Do not know who will have access to that information	Agree to Policymaking Do not know who will have access to that information	785 774	#8eaa88	318	383	0.025157232704402517	0.020887728459530026	0.000525477445522768
780	777	7	Do not know	Neutral towards to dissemination of GK	Do not know Neutral towards to dissemination of GK	780 777	#6d3fb1	64	48	0.109375	0.14583333333333334	0.015950520833333336
781	776	7	Other	Agree to Policymaking	Other Agree to Policymaking	781 776	#ee0c0a	10	318	0.7	0.0220125786163522	0.01540880503144654
763	758	7	Neutral towards to Revising and Updating	Disagree to Policymaking	Neutral towards to Revising and Updating Disagree to Policymaking	763 758	#1044e9	83	39	0.08433734939759036	0.1794871794871795	0.01513747296879827
1018	1009	7	Medical facilities	90 percent	Medical facilities 90 percent	1018 1009	#ac39b7	28	116	0.25	0.0603448275862069	0.015086206896551725
780	777	7	Do not know	Neutral towards to Policymaking	Do not know Neutral towards to Policymaking	780 777	#c63348	64	68	0.109375	0.10294117647058823	0.011259191176470588
778	774	7	Other	Female Participants	Other Female Participants	778 774	#7ab5b8	10	497	0.7	0.014084507042253521	0.009859154929577464
782	774	7	Medical facilities	High Genetic Curiosity	Medical facilities High Genetic Curiosity	782 774	#110efc	28	188	0.25	0.03723404255319149	0.009308510638297872
778	775	7	Other	Younger Participants	Other Younger Participants	778 775	#ad66c0	10	599	0.7	0.011686143572621035	0.008180300500834724
1018	1010	7	Medical facilities	75 percent	Medical facilities 75 percent	1018 1010	#98d5f3	28	219	0.25	0.0319634703196347	0.007990867579908675
782	775	7	Medical facilities	Low Genetic Curiosity	Medical facilities Low Genetic Curiosity	782 775	#8a2cd6	28	258	0.25	0.027131782945736434	0.006782945736434108
781	776	7	One legal guardian sufficient	High Concern	One legal guardian sufficient High Concern	781 776	#67d75d	33	224	0.21212121212121213	0.03125	0.006628787878787879
780	775	7	Disagree to Revising and Updating	Not Students	Disagree to Revising and Updating Not Students	780 775	#3a1109	38	212	0.18421052631578946	0.0330188679245283	0.006082423038728898
1012	1006	7	Disagree to Revising and Updating	75 percent	Disagree to Revising and Updating 75 percent	1012 1006	#c63369	38	219	0.18421052631578946	0.0319634703196347	0.005888007690459024
1012	1005	7	Disagree to Policymaking	75 percent	Disagree to Policymaking 75 percent	1012 1005	#87d43d	39	219	0.1794871794871795	0.0319634703196347	0.005737033134293408
1009	1007	7	Strongly disagree to Revising and Updating	Correct – More than 99 percent	Strongly disagree to Revising and Updating Correct – More than 99 percent	1009 1007	#db973e	41	209	0.17073170731707318	0.03349282296650718	0.0057182868479402505
780	775	7	Disagree to dissemination of GK	High GK Confidence	Disagree to dissemination of GK High GK Confidence	780 775	#171390	35	254	0.2	0.027559055118110236	0.005511811023622047
766	760	7	Disagree to Revising and Updating	Strongly agree to dissemination of GK	Disagree to Revising and Updating Strongly agree to dissemination of GK	766 760	#ae409e	38	276	0.18421052631578946	0.025362318840579712	0.004672006102212052
780	774	7	I am not interested	High Genetic Curiosity	I am not interested High Genetic Curiosity	780 774	#9f851e	61	188	0.11475409836065574	0.03723404255319149	0.004272758981513777
785	777	7	Prohibited until child has legal capacity	I am not interested	Prohibited until child has legal capacity I am not interested	785 777	#298d60	230	61	0.030434782608695653	0.11475409836065574	0.003492516037063436
1013	1007	7	Neutral towards to Revising and Updating	Correct – More than 99 percent	Neutral towards to Revising and Updating Correct – More than 99 percent	1013 1007	#ba6ae6	83	209	0.08433734939759036	0.03349282296650718	0.0028246959128379544
783	780	7	Strongly disagree to Revising and Updating	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Strongly disagree to Revising and Updating I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	783 780	#421d77	41	448	0.17073170731707318	0.015625	0.0026676829268292685
783	780	7	Strongly disagree to dissemination of GK	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Strongly disagree to dissemination of GK I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	783 780	#0f387d	56	448	0.125	0.015625	0.001953125
785	774	7	Prohibited until child has legal capacity	Do not know who will have access to that information	Prohibited until child has legal capacity Do not know who will have access to that information	785 774	#0ac730	230	383	0.030434782608695653	0.018276762402088774	0.000556249290498354
768	759	6	Disagree to Policymaking	Strongly disagree to dissemination of GK	Disagree to Policymaking Strongly disagree to dissemination of GK	768 759	#a6729f	39	56	0.15384615384615385	0.10714285714285714	0.016483516483516484
781	776	6	Other	Strongly agree to Revising and Updating	Other Strongly agree to Revising and Updating	781 776	#f34cd5	10	231	0.6	0.025974025974025976	0.015584415584415584
781	775	6	Other	Agree to dissemination of GK	Other Agree to dissemination of GK	781 775	#c7335d	10	339	0.6	0.017699115044247787	0.010619469026548672
780	779	6	I am not interested	I would rather not know of any potential debilitating diseases that I may develop in the future	I am not interested I would rather not know of any potential debilitating diseases that I may develop in the future	780 779	#d68a8b	61	78	0.09836065573770492	0.07692307692307693	0.007566204287515763
778	774	6	Other	Students	Other Students	778 774	#c55292	10	561	0.6	0.0106951871657754	0.00641711229946524
1018	1011	6	Medical facilities	Correct – More than 99 percent	Medical facilities Correct – More than 99 percent	1018 1011	#78d9ac	28	209	0.21428571428571427	0.028708133971291867	0.006151742993848257
781	774	6	Disagree to dissemination of GK	High Genetic Curiosity	Disagree to dissemination of GK High Genetic Curiosity	781 774	#0ae563	35	188	0.17142857142857143	0.031914893617021274	0.00547112462006079
779	774	6	Disagree to Revising and Updating	Older Participants	Disagree to Revising and Updating Older Participants	779 774	#b6827f	38	174	0.15789473684210525	0.034482758620689655	0.0054446460980036296
781	774	6	Disagree to Policymaking	High Genetic Curiosity	Disagree to Policymaking High Genetic Curiosity	781 774	#dc010b	39	188	0.15384615384615385	0.031914893617021274	0.004909983633387889
1014	1009	6	Do not know	90 percent	Do not know 90 percent	1014 1009	#d6780b	64	116	0.09375	0.05172413793103448	0.004849137931034483
1011	1004	6	Neutral towards to Policymaking	90 percent	Neutral towards to Policymaking 90 percent	1011 1004	#9226e2	68	116	0.08823529411764706	0.05172413793103448	0.004563894523326572
1013	1005	6	Neutral towards to Revising and Updating	90 percent	Neutral towards to Revising and Updating 90 percent	1013 1005	#4db689	83	116	0.07228915662650602	0.05172413793103448	0.0037390943082675526
780	775	6	Disagree to dissemination of GK	High GK Score	Disagree to dissemination of GK High GK Score	780 775	#5e4e1f	35	277	0.17142857142857143	0.021660649819494584	0.0037132542547705003
780	775	6	Neutral towards to dissemination of GK	Not Students	Neutral towards to dissemination of GK Not Students	780 775	#ac84e6	48	212	0.125	0.02830188679245283	0.003537735849056604
762	755	6	Disagree to Revising and Updating	Strongly agree to Policymaking	Disagree to Revising and Updating Strongly agree to Policymaking	762 755	#8e0617	38	278	0.15789473684210525	0.02158273381294964	0.0034078000757288905
787	780	6	Medical facilities	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Medical facilities I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	787 780	#e34325	28	448	0.21428571428571427	0.013392857142857142	0.002869897959183673
785	777	6	Strongly agree to Revising and Updating	I am not interested	Strongly agree to Revising and Updating I am not interested	785 777	#1a5122	231	61	0.025974025974025976	0.09836065573770492	0.0025548222269533745
786	780	6	One legal guardian sufficient	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	One legal guardian sufficient I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	786 780	#4917a0	33	448	0.18181818181818182	0.013392857142857142	0.002435064935064935
781	774	6	I am worried that I might find out something about myself I would rather not know	High Genetic Curiosity	I am worried that I might find out something about myself I would rather not know High Genetic Curiosity	781 774	#cf3cea	81	188	0.07407407407407407	0.031914893617021274	0.0023640661938534274
761	757	6	Strongly agree to Revising and Updating	Neutral towards to Policymaking	Strongly agree to Revising and Updating Neutral towards to Policymaking	761 757	#832dc0	231	68	0.025974025974025976	0.08823529411764706	0.002291825821237586
784	777	6	Strongly agree to Policymaking	I am not interested	Strongly agree to Policymaking I am not interested	784 777	#8e8f17	278	61	0.02158273381294964	0.09836065573770492	0.002122891850454063
786	780	6	Disagree to Revising and Updating	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Disagree to Revising and Updating I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	786 780	#03107b	38	448	0.15789473684210525	0.013392857142857142	0.0021146616541353382
776	774	6	I would rather not know of any potential debilitating diseases that I may develop in the future	Do not know who will have access to that information	I would rather not know of any potential debilitating diseases that I may develop in the future Do not know who will have access to that information	776 774	#a4bf0e	78	383	0.07692307692307693	0.015665796344647518	0.0012050612572805785
1020	1009	6	I am concerned my data will be used for other purposes without my knowledge	90 percent	I am concerned my data will be used for other purposes without my knowledge 90 percent	1020 1009	#dd57ba	498	116	0.012048192771084338	0.05172413793103448	0.0006231823847112588
785	774	6	Strongly agree to dissemination of GK	Do not know who will have access to that information	Strongly agree to dissemination of GK Do not know who will have access to that information	785 774	#5cd26c	276	383	0.021739130434782608	0.015665796344647518	0.000340560790101033
784	774	6	Agree to Revising and Updating	Do not know who will have access to that information	Agree to Revising and Updating Do not know who will have access to that information	784 774	#dfd081	353	383	0.0169971671388102	0.015665796344647518	0.00026627415883253577
783	774	6	Two legal guardians need to agree	Do not know who will have access to that information	Two legal guardians need to agree Do not know who will have access to that information	783 774	#8150d2	404	383	0.01485148514851485	0.015665796344647518	0.00023266034175219085
786	777	5	Disagree to Revising and Updating	I am not interested	Disagree to Revising and Updating I am not interested	786 777	#f98993	38	61	0.13157894736842105	0.08196721311475409	0.01078515962036238
778	775	5	Other	High GK Confidence	Other High GK Confidence	778 775	#755390	10	254	0.5	0.01968503937007874	0.00984251968503937
778	775	5	Other	High GK Score	Other High GK Score	778 775	#d2c8c3	10	277	0.5	0.018050541516245487	0.009025270758122744
779	776	5	Other	Medium Genetic Curiosity	Other Medium Genetic Curiosity	779 776	#3abf22	10	327	0.5	0.01529051987767584	0.00764525993883792
783	777	5	Strongly disagree to dissemination of GK	I am not interested	Strongly disagree to dissemination of GK I am not interested	783 777	#634214	56	61	0.08928571428571429	0.08196721311475409	0.007318501170960187
1009	1005	5	Strongly disagree to Revising and Updating	90 percent	Strongly disagree to Revising and Updating 90 percent	1009 1005	#7bdead	41	116	0.12195121951219512	0.04310344827586207	0.0052565180824222036
781	774	5	Medical facilities	Older Participants	Medical facilities Older Participants	781 774	#fbd46f	28	174	0.17857142857142858	0.028735632183908046	0.0051313628899835794
778	774	5	Other	Low GK Score	Other Low GK Score	778 774	#5b8b8f	10	496	0.5	0.010080645161290322	0.005040322580645161
778	774	5	Other	Low GK Confidence	Other Low GK Confidence	778 774	#2f68e7	10	519	0.5	0.009633911368015413	0.004816955684007707
1008	1004	5	Strongly disagree to Policymaking	90 percent	Strongly disagree to Policymaking 90 percent	1008 1004	#2c5578	45	116	0.1111111111111111	0.04310344827586207	0.004789272030651341
781	775	5	Disagree to dissemination of GK	Not Students	Disagree to dissemination of GK Not Students	781 775	#e17a85	35	212	0.14285714285714285	0.02358490566037736	0.0033692722371967657
781	776	5	Disagree to dissemination of GK	High Concern	Disagree to dissemination of GK High Concern	781 776	#b32363	35	224	0.14285714285714285	0.022321428571428572	0.0031887755102040817
781	775	5	One legal guardian sufficient	Low Genetic Curiosity	One legal guardian sufficient Low Genetic Curiosity	781 775	#f34a0d	33	258	0.15151515151515152	0.01937984496124031	0.002936340145642471
785	782	5	Prohibited until child has legal capacity	Other	Prohibited until child has legal capacity Other	785 782	#bd8434	230	42	0.021739130434782608	0.11904761904761904	0.002587991718426501
1013	1008	5	Neutral towards to dissemination of GK	Correct – More than 99 percent	Neutral towards to dissemination of GK Correct – More than 99 percent	1013 1008	#ea01f8	48	209	0.10416666666666667	0.023923444976076555	0.002492025518341308
763	760	5	Strongly disagree to Revising and Updating	Strongly agree to dissemination of GK	Strongly disagree to Revising and Updating Strongly agree to dissemination of GK	763 760	#755719	41	276	0.12195121951219512	0.018115942028985508	0.0022092612230470133
779	774	5	Neutral towards to Policymaking	Older Participants	Neutral towards to Policymaking Older Participants	779 774	#3b430e	68	174	0.07352941176470588	0.028735632183908046	0.0021129141311697092
1016	1011	5	I am not interested	Correct – More than 99 percent	I am not interested Correct – More than 99 percent	1016 1011	#bac636	61	209	0.08196721311475409	0.023923444976076555	0.00196093811279316
765	758	5	Strongly agree to Revising and Updating	Strongly disagree to dissemination of GK	Strongly agree to Revising and Updating Strongly disagree to dissemination of GK	765 758	#eb187c	231	56	0.021645021645021644	0.08928571428571429	0.0019325912183055039
778	774	5	I would rather not know of any potential debilitating diseases that I may develop in the future	Older Participants	I would rather not know of any potential debilitating diseases that I may develop in the future Older Participants	778 774	#050f03	78	174	0.0641025641025641	0.028735632183908046	0.0018420277040966694
765	759	5	Strongly agree to Policymaking	Strongly disagree to dissemination of GK	Strongly agree to Policymaking Strongly disagree to dissemination of GK	765 759	#81ba69	278	56	0.017985611510791366	0.08928571428571429	0.001605858170606372
779	774	5	I would rather not know of any potential debilitating diseases that I may develop in the future	Low Concern	I would rather not know of any potential debilitating diseases that I may develop in the future Low Concern	779 774	#21aac4	78	201	0.0641025641025641	0.024875621890547265	0.0015945911468299527
760	754	5	Agree to Revising and Updating	Strongly disagree to Policymaking	Agree to Revising and Updating Strongly disagree to Policymaking	760 754	#a0d1d0	353	45	0.014164305949008499	0.1111111111111111	0.0015738117721120553
1017	1010	5	I am worried that I might find out something about myself I would rather not know	75 percent	I am worried that I might find out something about myself I would rather not know 75 percent	1017 1010	#cdc512	81	219	0.06172839506172839	0.0228310502283105	0.0014093240881673148
766	759	5	Agree to Policymaking	Strongly disagree to dissemination of GK	Agree to Policymaking Strongly disagree to dissemination of GK	766 759	#31c08d	318	56	0.015723270440251572	0.08928571428571429	0.001403863432165319
1018	1009	5	I would not want to be labelled as having any deficiency	90 percent	I would not want to be labelled as having any deficiency 90 percent	1018 1009	#ff4a3f	164	116	0.03048780487804878	0.04310344827586207	0.0013141295206055509
780	775	5	I am worried that I might find out something about myself I would rather not know	High GK Confidence	I am worried that I might find out something about myself I would rather not know High GK Confidence	780 775	#667c21	81	254	0.06172839506172839	0.01968503937007874	0.0012151258870418975
777	775	5	I am not interested	Do not know whether the data will be stored securely	I am not interested Do not know whether the data will be stored securely	777 775	#350f0b	61	343	0.08196721311475409	0.014577259475218658	0.0011948573340343162
780	775	5	I am worried that I might find out something about myself I would rather not know	Male Participants	I am worried that I might find out something about myself I would rather not know Male Participants	780 775	#85fa2a	81	276	0.06172839506172839	0.018115942028985508	0.0011182680264805868
784	776	5	Agree to dissemination of GK	I would rather not know of any potential debilitating diseases that I may develop in the future	Agree to dissemination of GK I would rather not know of any potential debilitating diseases that I may develop in the future	784 776	#5289fa	339	78	0.014749262536873156	0.0641025641025641	0.0009454655472354586
785	774	5	Strongly agree to Revising and Updating	Do not know who will have access to that information	Strongly agree to Revising and Updating Do not know who will have access to that information	785 774	#f90935	231	383	0.021645021645021644	0.013054830287206266	0.00028257208413866373
1020	1011	5	I am concerned my data will be used for other purposes without my knowledge	Correct – More than 99 percent	I am concerned my data will be used for other purposes without my knowledge Correct – More than 99 percent	1020 1011	#bdb1cb	498	209	0.010040160642570281	0.023923444976076555	0.00024019523068349955
784	774	5	Strongly agree to Policymaking	Do not know who will have access to that information	Strongly agree to Policymaking Do not know who will have access to that information	784 774	#b41fe3	278	383	0.017985611510791366	0.013054830287206266	0.00023479910588500476
784	774	5	Agree to dissemination of GK	Do not know who will have access to that information	Agree to dissemination of GK Do not know who will have access to that information	784 774	#ad0902	339	383	0.014749262536873156	0.013054830287206266	0.0001925491192803284
782	775	4	The State	Male Participants	The State Male Participants	782 775	#38a38d	4	276	1.0	0.014492753623188406	0.014492753623188406
784	774	4	Medical facilities	Strongly disagree to Policymaking	Medical facilities Strongly disagree to Policymaking	784 774	#d6e086	28	45	0.14285714285714285	0.08888888888888889	0.012698412698412698
783	782	4	Strongly disagree to Revising and Updating	Other	Strongly disagree to Revising and Updating Other	783 782	#75b97d	41	32	0.0975609756097561	0.125	0.012195121951219513
785	775	4	The State	Agree to dissemination of GK	The State Agree to dissemination of GK	785 775	#5045b1	4	339	1.0	0.011799410029498525	0.011799410029498525
783	782	4	Strongly disagree to Policymaking	Other	Strongly disagree to Policymaking Other	783 782	#7bef9a	45	32	0.08888888888888889	0.125	0.011111111111111112
784	774	4	Medical facilities	Strongly disagree to dissemination of GK	Medical facilities Strongly disagree to dissemination of GK	784 774	#9d5863	28	56	0.14285714285714285	0.07142857142857142	0.01020408163265306
764	763	4	Strongly disagree to Policymaking	Disagree to dissemination of GK	Strongly disagree to Policymaking Disagree to dissemination of GK	764 763	#874ea9	45	35	0.08888888888888889	0.11428571428571428	0.010158730158730159
768	762	4	Disagree to Policymaking	Neutral towards to dissemination of GK	Disagree to Policymaking Neutral towards to dissemination of GK	768 762	#4f31e7	39	48	0.10256410256410256	0.08333333333333333	0.008547008547008546
779	775	4	Other	Not Students	Other Not Students	779 775	#0ba21e	10	212	0.4	0.018867924528301886	0.007547169811320755
787	777	4	Disagree to dissemination of GK	I am not interested	Disagree to dissemination of GK I am not interested	787 777	#20d1bd	35	61	0.11428571428571428	0.06557377049180328	0.007494145199063232
779	776	4	Other	High Concern	Other High Concern	779 776	#6efb16	10	224	0.4	0.017857142857142856	0.007142857142857143
782	774	4	The State	Students	The State Students	782 774	#995958	4	561	1.0	0.0071301247771836	0.0071301247771836
782	775	4	The State	Younger Participants	The State Younger Participants	782 775	#a591ee	4	599	1.0	0.00667779632721202	0.00667779632721202
780	778	4	Do not know	Disagree to Policymaking	Do not know Disagree to Policymaking	780 778	#2a9ace	64	39	0.0625	0.10256410256410256	0.00641025641025641
780	774	4	Do not know	Strongly disagree to Revising and Updating	Do not know Strongly disagree to Revising and Updating	780 774	#8816e1	64	41	0.0625	0.0975609756097561	0.006097560975609756
781	776	4	Other	Strongly agree to dissemination of GK	Other Strongly agree to dissemination of GK	781 776	#dca329	10	276	0.4	0.014492753623188406	0.005797101449275362
767	762	4	Neutral towards to Revising and Updating	Disagree to dissemination of GK	Neutral towards to Revising and Updating Disagree to dissemination of GK	767 762	#f7a08f	83	35	0.04819277108433735	0.11428571428571428	0.005507745266781412
781	775	4	Other	Agree to Revising and Updating	Other Agree to Revising and Updating	781 775	#b6b49b	10	353	0.4	0.0113314447592068	0.00453257790368272
